,uf,municipio,porte,2640000,5912002,8650006,3220500,4756300,5920100,7729202,8592903,9001902,4329105,9001906,1830001,cnpj_basico
14656,MA,921,1.0,0,0,0,0,0,1,1,1,1,0,1,1,2
14657,MA,921,1.0,0,0,0,0,1,0,0,0,0,0,0,0,289
14658,MA,921,1.0,0,0,0,0,1,0,0,0,0,0,1,0,34
14659,MA,921,1.0,0,0,0,0,1,0,0,0,1,0,0,0,13
14660,MA,921,1.0,0,0,0,0,1,0,0,0,1,0,1,0,10
14661,MA,921,1.0,0,0,0,0,1,0,0,0,1,1,1,0,2
14662,MA,921,1.0,0,0,0,0,1,0,0,1,0,0,0,0,3
14663,MA,921,1.0,0,0,0,0,1,0,0,1,0,0,1,0,1
14664,MA,921,1.0,0,0,0,0,1,0,0,1,1,0,0,0,10
14665,MA,921,1.0,0,0,0,0,1,0,0,1,1,0,1,0,2
14666,MA,921,1.0,0,0,0,0,1,0,1,0,0,0,0,0,18
14667,MA,921,1.0,0,0,0,0,1,0,1,0,0,0,1,0,7
14668,MA,921,1.0,0,0,0,0,1,0,1,0,1,0,0,0,1
14669,MA,921,1.0,0,0,0,0,1,0,1,0,1,0,1,0,4
14670,MA,921,1.0,0,0,0,0,1,0,1,1,0,1,0,0,1
14671,MA,921,1.0,0,0,0,0,1,0,1,1,1,0,0,0,7
14672,MA,921,1.0,0,0,0,0,1,0,1,1,1,0,1,0,2
14673,MA,921,1.0,0,0,0,0,1,0,1,1,1,1,0,0,1
14674,MA,921,1.0,0,0,0,0,1,1,0,0,1,0,0,0,1
14675,MA,921,1.0,0,0,0,0,1,1,0,0,1,0,1,0,2
14676,MA,921,1.0,0,0,0,0,1,1,1,0,1,0,1,0,1
14677,MA,921,1.0,0,0,0,0,1,1,1,1,1,0,1,1,1
14678,MA,921,1.0,0,0,0,1,0,0,0,0,0,0,0,0,5
14679,MA,921,1.0,0,0,0,1,0,0,0,0,1,0,0,0,2
14680,MA,921,1.0,0,0,0,1,0,0,0,0,1,0,1,0,2
14681,MA,921,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1
14682,MA,921,1.0,0,0,0,1,0,0,0,1,1,0,0,0,1
14683,MA,921,1.0,0,0,0,1,0,0,0,1,1,0,1,0,2
14684,MA,921,1.0,0,0,0,1,1,0,0,0,0,0,0,0,3
14685,MA,921,1.0,0,0,0,1,1,0,0,0,0,1,1,0,2
14686,MA,921,1.0,0,0,0,1,1,0,0,1,0,0,0,0,2
14687,MA,921,1.0,0,0,0,1,1,0,0,1,1,0,1,0,2
14688,MA,921,1.0,0,0,0,1,1,0,1,1,0,0,1,0,1
14689,MA,921,1.0,0,0,0,1,1,0,1,1,1,0,0,0,1
14690,MA,921,1.0,0,0,1,0,0,0,0,0,0,0,0,0,191
14691,MA,921,1.0,0,0,1,0,0,0,0,1,0,0,0,0,2
14692,MA,921,1.0,0,0,1,0,1,0,0,1,0,0,0,0,2
14693,MA,921,1.0,0,1,0,0,0,0,0,0,0,0,0,0,13
14694,MA,921,1.0,0,1,0,0,0,0,0,0,0,0,0,1,3
14695,MA,921,1.0,0,1,0,0,0,0,0,0,0,0,1,0,4
14696,MA,921,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1
14697,MA,921,1.0,0,1,0,0,0,0,0,0,1,0,1,0,11
14698,MA,921,1.0,0,1,0,0,0,0,0,1,0,0,0,0,3
14699,MA,921,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1
14700,MA,921,1.0,0,1,0,0,0,0,1,0,1,0,1,0,1
14701,MA,921,1.0,0,1,0,0,0,1,0,0,0,0,0,0,9
14702,MA,921,1.0,0,1,0,0,0,1,0,0,0,0,0,1,2
14703,MA,921,1.0,0,1,0,0,0,1,0,0,0,0,1,0,9
14704,MA,921,1.0,0,1,0,0,0,1,0,0,0,1,0,0,2
14705,MA,921,1.0,0,1,0,0,0,1,0,0,1,0,0,0,7
14706,MA,921,1.0,0,1,0,0,0,1,0,0,1,0,0,1,1
14707,MA,921,1.0,0,1,0,0,0,1,0,0,1,0,1,0,15
14708,MA,921,1.0,0,1,0,0,0,1,0,0,1,0,1,1,1
14709,MA,921,1.0,0,1,0,0,0,1,0,1,0,0,1,0,1
14710,MA,921,1.0,0,1,0,0,0,1,0,1,1,0,1,0,1
14711,MA,921,1.0,0,1,0,0,0,1,1,0,0,0,1,0,2
14712,MA,921,1.0,0,1,0,0,0,1,1,0,1,0,0,0,2
14713,MA,921,1.0,0,1,0,0,0,1,1,0,1,0,0,1,1
14714,MA,921,1.0,0,1,0,0,0,1,1,0,1,0,1,0,6
14715,MA,921,1.0,0,1,0,0,0,1,1,0,1,0,1,1,12
14716,MA,921,1.0,0,1,0,0,1,1,0,0,0,0,1,0,1
14717,MA,921,1.0,0,1,0,0,1,1,0,0,1,0,1,0,4
14718,MA,921,3.0,0,0,0,0,0,0,0,0,0,0,1,0,41
14719,MA,921,3.0,0,0,0,0,0,0,0,0,0,1,0,0,29
14720,MA,921,3.0,0,0,0,0,0,0,0,0,1,0,0,0,18
14721,MA,921,3.0,0,0,0,0,0,0,0,0,1,0,1,0,19
14722,MA,921,3.0,0,0,0,0,0,0,0,0,1,0,1,1,2
14723,MA,921,3.0,0,0,0,0,0,0,0,0,1,1,1,0,1
14724,MA,921,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
14725,MA,921,3.0,0,0,0,0,0,0,1,0,0,0,0,0,14
14726,MA,921,3.0,0,0,0,0,0,0,1,0,0,0,1,0,8
14727,MA,921,3.0,0,0,0,0,0,0,1,0,1,0,0,0,6
14728,MA,921,3.0,0,0,0,0,0,0,1,0,1,0,1,0,7
14729,MA,921,3.0,0,0,0,0,0,1,0,0,1,0,0,0,1
14730,MA,921,3.0,0,0,0,0,0,1,0,0,1,0,1,0,5
14731,MA,921,3.0,0,0,0,0,0,1,0,0,1,0,1,1,2
14732,MA,921,3.0,0,0,0,0,0,1,0,1,1,0,1,0,1
14733,MA,921,3.0,0,0,0,0,0,1,1,0,0,0,1,0,2
14734,MA,921,3.0,0,0,0,0,0,1,1,0,1,0,1,0,1
14735,MA,921,3.0,0,0,0,0,1,0,0,0,0,0,0,0,77
14736,MA,921,3.0,0,0,0,0,1,0,0,0,0,0,1,0,1
14737,MA,921,3.0,0,0,0,0,1,0,0,0,0,1,0,0,2
14738,MA,921,3.0,0,0,0,0,1,0,1,0,0,0,0,0,8
14739,MA,921,3.0,0,0,0,0,1,0,1,0,0,0,1,0,3
14740,MA,921,3.0,0,0,0,0,1,1,0,0,1,0,0,0,1
14741,MA,921,3.0,0,0,0,1,1,1,1,0,1,0,1,0,2
14742,MA,921,3.0,0,0,1,0,0,0,0,0,0,0,0,0,19
14743,MA,921,3.0,0,1,0,0,0,0,1,0,0,0,0,1,1
14744,MA,921,3.0,0,1,0,0,0,1,0,0,0,0,1,0,2
14745,MA,921,3.0,0,1,0,0,0,1,0,0,1,0,0,0,3
14746,MA,921,3.0,0,1,0,0,0,1,0,0,1,0,1,0,1
14747,MA,921,3.0,0,1,0,0,0,1,0,0,1,0,1,1,1
14748,MA,921,3.0,0,1,0,0,0,1,1,0,1,0,1,1,2
14749,MA,921,3.0,0,1,0,0,1,1,1,1,1,0,1,1,1
14750,MA,921,5.0,0,0,0,0,0,0,0,0,0,0,1,0,11
14751,MA,921,5.0,0,0,0,0,0,0,0,0,0,1,0,0,21
14752,MA,921,5.0,0,0,0,0,0,0,0,0,1,0,0,0,18
14753,MA,921,5.0,0,0,0,0,0,0,0,0,1,0,1,0,9
14754,MA,921,5.0,0,0,0,0,0,0,0,0,1,1,1,0,1
14755,MA,921,5.0,0,0,0,0,0,0,0,1,0,0,0,0,12
14756,MA,921,5.0,0,0,0,0,0,0,0,1,1,0,0,0,4
14757,MA,921,5.0,0,0,0,0,0,0,1,0,0,0,0,0,8
14758,MA,921,5.0,0,0,0,0,0,1,0,0,0,0,0,0,3
14759,MA,921,5.0,0,0,0,0,0,1,0,0,0,0,1,0,1
14760,MA,921,5.0,0,0,0,0,0,1,0,0,1,0,0,0,2
14761,MA,921,5.0,0,0,0,0,0,1,0,0,1,0,1,0,4
14762,MA,921,5.0,0,0,0,0,0,1,0,1,1,0,0,0,1
14763,MA,921,5.0,0,0,0,0,0,1,1,0,1,0,1,0,1
14764,MA,921,5.0,0,0,0,0,1,0,0,0,0,0,0,0,49
14765,MA,921,5.0,0,0,0,0,1,1,0,0,0,0,1,0,1
14766,MA,921,5.0,0,0,1,0,0,0,0,0,0,0,0,0,20
14767,MA,921,5.0,0,0,1,0,0,0,0,1,0,0,0,0,1
14768,MA,921,5.0,0,0,1,0,0,1,0,0,1,0,1,0,1
14769,MA,921,5.0,0,1,0,0,0,0,0,0,0,0,0,0,3
14770,MA,921,5.0,0,1,0,0,0,1,0,0,0,0,0,0,1
14771,MA,921,5.0,0,1,0,0,0,1,0,0,1,0,0,0,1
14772,MA,923,1.0,0,0,0,0,0,0,0,0,0,0,1,0,4
14773,MA,923,1.0,0,0,0,0,0,0,0,0,1,0,1,0,1
14774,MA,923,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
14775,MA,923,1.0,0,0,0,0,0,0,1,0,0,0,0,0,5
14776,MA,923,1.0,0,0,0,0,0,0,1,0,0,0,1,0,2
14777,MA,923,1.0,0,0,0,0,1,0,0,0,0,0,0,0,8
14778,MA,923,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1
14779,MA,923,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
14780,MA,923,3.0,0,0,0,0,1,0,0,0,0,0,0,0,2
14781,MA,923,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
14782,MA,923,5.0,0,0,0,0,0,0,0,1,0,0,0,0,2
14783,MA,923,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1
14784,MA,925,1.0,0,0,0,0,0,0,0,0,0,0,1,0,3
14785,MA,925,1.0,0,0,0,0,0,0,0,0,1,0,0,0,2
14786,MA,925,1.0,0,0,0,0,0,0,1,0,0,0,0,0,2
14787,MA,925,1.0,0,0,0,0,1,0,0,1,0,0,0,0,2
14788,MA,925,1.0,0,0,1,0,0,0,0,0,0,0,0,0,2
14789,MA,925,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
14790,MA,925,3.0,0,1,0,0,0,1,0,0,1,0,1,0,1
14791,MA,925,5.0,0,0,0,0,0,0,0,0,0,0,1,0,1
14792,MA,927,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
14793,MA,927,1.0,0,0,0,0,0,0,0,0,1,0,1,0,1
14794,MA,927,1.0,0,0,0,0,1,0,0,1,1,0,0,0,1
14795,MA,927,1.0,0,0,0,0,1,0,1,0,0,0,0,0,1
14796,MA,927,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
14797,MA,927,3.0,0,0,0,0,0,0,1,0,1,0,1,0,2
14798,MA,929,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
14799,MA,929,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1
14800,MA,929,1.0,0,0,0,0,0,0,0,0,1,0,1,0,1
14801,MA,929,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
14802,MA,929,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1
14803,MA,929,1.0,0,0,0,0,1,0,0,0,0,0,0,0,4
14804,MA,929,1.0,0,0,1,0,0,0,0,0,0,0,0,0,2
14805,MA,931,1.0,0,0,0,0,0,0,0,0,1,0,1,0,1
14806,MA,931,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1
14807,MA,931,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
14808,MA,931,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1
14809,MA,933,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1
14810,MA,935,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1
14811,MA,935,1.0,0,0,0,0,0,0,0,0,0,0,1,0,3
14812,MA,935,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
14813,MA,935,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1
14814,MA,935,1.0,0,0,0,0,0,1,0,0,0,0,0,0,2
14815,MA,935,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
14816,MA,935,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1
14817,MA,937,1.0,0,0,0,0,0,0,0,0,0,0,1,0,20
14818,MA,937,1.0,0,0,0,0,0,0,0,0,0,1,0,0,4
14819,MA,937,1.0,0,0,0,0,0,0,0,0,1,0,0,0,17
14820,MA,937,1.0,0,0,0,0,0,0,0,0,1,0,1,0,1
14821,MA,937,1.0,0,0,0,0,0,0,0,1,0,0,0,0,7
14822,MA,937,1.0,0,0,0,0,0,0,0,1,1,0,0,0,1
14823,MA,937,1.0,0,0,0,0,0,0,1,0,0,0,0,0,45
14824,MA,937,1.0,0,0,0,0,0,0,1,0,1,0,0,0,2
14825,MA,937,1.0,0,0,0,0,0,0,1,0,1,0,1,0,1
14826,MA,937,1.0,0,0,0,0,0,0,1,1,0,0,0,0,1
14827,MA,937,1.0,0,0,0,0,0,1,0,0,0,0,0,0,2
14828,MA,937,1.0,0,0,0,0,0,1,0,0,1,0,1,1,4
14829,MA,937,1.0,0,0,0,0,1,0,0,0,0,0,0,0,28
14830,MA,937,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1
14831,MA,937,1.0,0,0,0,0,1,0,0,0,1,0,0,0,3
14832,MA,937,1.0,0,0,0,0,1,0,1,1,0,0,1,0,1
14833,MA,937,1.0,0,0,1,0,0,0,0,0,0,0,0,0,9
14834,MA,937,1.0,0,1,0,0,0,0,0,0,1,0,1,0,2
14835,MA,937,1.0,0,1,0,0,0,1,0,0,0,0,0,0,7
14836,MA,937,1.0,0,1,0,0,0,1,0,0,1,0,1,0,2
14837,MA,937,1.0,1,0,0,0,0,0,0,0,1,0,1,0,1
14838,MA,937,1.0,1,0,0,0,1,0,0,0,0,0,0,0,2
14839,MA,937,3.0,0,0,0,0,0,0,0,0,0,1,0,0,2
14840,MA,937,3.0,0,0,0,0,0,0,1,0,1,0,1,0,2
14841,MA,937,3.0,0,0,0,0,0,1,0,0,1,0,1,1,2
14842,MA,937,3.0,0,0,0,0,1,0,0,0,0,0,0,0,5
14843,MA,937,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
14844,MA,937,5.0,0,0,0,0,0,0,0,0,1,0,0,0,3
14845,MA,937,5.0,0,0,0,0,0,0,0,1,1,0,0,0,2
14846,MA,937,5.0,0,0,0,0,0,0,1,0,0,0,0,0,1
14847,MA,937,5.0,0,0,0,0,0,0,1,0,1,0,1,0,1
14848,MA,937,5.0,0,0,0,0,0,1,0,0,0,0,0,0,3
14849,MA,937,5.0,0,0,0,0,0,1,1,0,0,0,0,1,3
14850,MA,937,5.0,0,0,0,0,1,0,0,0,0,0,0,0,3
14851,MA,937,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1
14852,MA,937,5.0,0,1,0,0,0,1,0,0,0,0,0,0,1
14853,MA,939,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
14854,MA,939,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1
14855,MA,939,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1
14856,MA,939,1.0,0,0,0,0,1,0,0,0,0,0,0,0,7
14857,MA,939,1.0,0,0,0,0,1,0,1,0,0,0,1,0,1
14858,MA,939,3.0,0,0,0,0,0,0,0,0,1,0,1,0,1
14859,MA,939,3.0,0,0,0,0,1,0,0,0,0,0,0,0,2
14860,MA,941,1.0,0,0,0,0,0,0,0,0,0,0,1,0,3
14861,MA,941,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1
14862,MA,941,1.0,0,0,0,0,0,0,1,0,0,0,0,0,2
14863,MA,941,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
14864,MA,941,1.0,0,0,0,0,1,0,0,0,0,0,0,0,4
14865,MA,941,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
14866,MA,941,3.0,0,0,0,0,0,0,0,0,1,0,1,0,2
14867,MA,943,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
14868,MA,943,1.0,0,0,0,0,0,0,0,0,1,0,0,0,2
14869,MA,943,1.0,0,0,0,0,0,0,1,0,0,0,0,0,3
14870,MA,943,1.0,0,0,0,0,1,0,0,0,0,0,0,0,5
14871,MA,943,1.0,0,0,0,0,1,0,0,0,0,0,1,0,2
14872,MA,943,1.0,0,0,0,0,1,0,1,0,0,0,1,0,2
14873,MA,943,1.0,0,0,0,1,1,0,0,0,1,0,0,0,2
14874,MA,943,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
14875,MA,943,3.0,0,0,0,0,0,0,0,0,1,0,1,0,1
14876,MA,943,5.0,0,0,0,0,1,0,0,0,0,0,0,0,2
14877,MA,945,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
14878,MA,945,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1
14879,MA,945,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
14880,MA,945,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1
14881,MA,945,1.0,0,0,0,0,1,0,0,0,0,0,0,0,4
14882,MA,945,1.0,0,0,0,0,1,0,1,1,1,0,0,0,1
14883,MA,945,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
14884,MA,945,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1
14885,MA,945,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1
14886,MA,947,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
14887,MA,947,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1
14888,MA,947,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1
14889,MA,947,1.0,0,0,0,0,0,0,1,0,1,0,0,0,1
14890,MA,947,1.0,0,0,0,0,1,0,0,0,0,0,0,0,4
14891,MA,947,1.0,0,0,0,0,1,0,1,0,0,0,0,0,2
14892,MA,947,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
14893,MA,947,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
14894,MA,947,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1
14895,MA,949,1.0,0,0,0,0,0,0,0,0,0,0,1,0,6
14896,MA,949,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1
14897,MA,949,1.0,0,0,0,0,0,0,0,0,1,0,0,0,2
14898,MA,949,1.0,0,0,0,0,0,0,1,0,0,0,0,0,4
14899,MA,949,1.0,0,0,0,0,0,0,1,0,0,0,1,0,2
14900,MA,949,1.0,0,0,0,0,0,0,1,0,1,0,0,0,1
14901,MA,949,1.0,0,0,0,0,1,0,0,0,0,0,0,0,5
14902,MA,949,1.0,0,0,0,0,1,0,0,0,1,0,0,0,2
14903,MA,949,1.0,0,0,1,0,0,0,0,0,0,0,0,0,2
14904,MA,949,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
14905,MA,949,3.0,0,0,0,0,0,0,0,0,0,0,1,0,2
14906,MA,949,3.0,0,0,0,0,1,0,0,0,0,0,0,0,3
14907,MA,949,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1
14908,MA,949,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1
14909,MA,951,1.0,0,0,0,0,0,0,0,0,0,0,1,0,5
14910,MA,951,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1
14911,MA,951,1.0,0,0,0,0,0,0,0,0,1,0,0,0,3
14912,MA,951,1.0,0,0,0,0,0,0,0,0,1,0,1,0,4
14913,MA,951,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2
14914,MA,951,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1
14915,MA,951,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
14916,MA,951,1.0,0,0,0,0,0,1,0,0,0,0,0,1,1
14917,MA,951,1.0,0,0,0,0,1,0,0,0,0,0,0,0,9
14918,MA,951,1.0,0,0,0,0,1,0,1,0,1,0,0,0,2
14919,MA,951,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
14920,MA,951,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
14921,MA,951,3.0,0,0,0,0,1,0,0,0,0,0,0,0,5
14922,MA,951,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
14923,MA,951,3.0,0,0,1,0,1,0,0,0,0,0,0,0,1
14924,MA,953,1.0,0,0,0,0,0,0,0,0,0,0,1,0,2
14925,MA,953,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1
14926,MA,953,1.0,0,0,0,0,0,0,0,0,1,0,0,0,3
14927,MA,953,1.0,0,0,0,0,0,0,0,0,1,0,1,0,1
14928,MA,953,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2
14929,MA,953,1.0,0,0,0,0,0,0,1,0,0,0,0,0,3
14930,MA,953,1.0,0,0,0,0,0,0,1,0,1,0,1,0,1
14931,MA,953,1.0,0,0,0,0,0,0,1,1,1,0,0,0,1
14932,MA,953,1.0,0,0,0,0,1,0,0,0,0,0,0,0,5
14933,MA,953,1.0,0,0,0,0,1,0,0,0,0,1,1,0,1
14934,MA,953,1.0,0,0,0,0,1,0,0,0,1,0,0,0,2
14935,MA,953,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1
14936,MA,953,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1
14937,MA,953,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
14938,MA,953,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1
14939,MA,955,1.0,0,0,0,0,0,0,0,0,0,0,1,0,2
14940,MA,955,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1
14941,MA,955,1.0,0,0,0,0,0,0,0,1,1,0,0,0,1
14942,MA,955,1.0,0,0,0,0,0,0,1,0,0,0,0,0,4
14943,MA,955,1.0,0,0,0,0,1,0,0,0,0,0,0,0,3
14944,MA,955,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
14945,MA,957,1.0,0,0,0,0,0,0,0,0,0,0,1,0,11
14946,MA,957,1.0,0,0,0,0,0,0,0,0,0,1,0,0,2
14947,MA,957,1.0,0,0,0,0,0,0,0,0,1,0,0,0,10
14948,MA,957,1.0,0,0,0,0,0,0,0,0,1,0,1,0,2
14949,MA,957,1.0,0,0,0,0,0,0,0,1,0,0,0,0,4
14950,MA,957,1.0,0,0,0,0,0,0,1,0,0,0,0,0,9
14951,MA,957,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1
14952,MA,957,1.0,0,0,0,0,0,1,0,0,0,0,0,0,4
14953,MA,957,1.0,0,0,0,0,0,1,0,0,1,0,0,0,2
14954,MA,957,1.0,0,0,0,0,1,0,0,0,0,0,0,0,29
14955,MA,957,1.0,0,0,0,0,1,0,0,0,0,0,1,0,2
14956,MA,957,1.0,0,0,1,0,0,0,0,0,0,0,0,0,10
14957,MA,957,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
14958,MA,957,1.0,0,1,0,0,0,0,0,0,0,0,1,0,2
14959,MA,957,1.0,0,1,0,0,0,1,0,0,0,0,0,0,1
14960,MA,957,1.0,0,1,0,0,0,1,0,0,0,0,1,0,3
14961,MA,957,3.0,0,0,0,0,0,0,0,0,0,0,1,0,2
14962,MA,957,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
14963,MA,957,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
14964,MA,957,3.0,0,0,0,0,1,0,0,0,0,0,0,0,4
14965,MA,957,3.0,0,0,1,0,0,0,0,0,0,0,0,0,2
14966,MA,957,3.0,0,1,0,0,0,0,0,0,1,0,1,0,1
14967,MA,957,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1
14968,MA,957,5.0,0,0,0,0,1,0,0,0,0,0,0,0,2
14969,MA,957,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1
14970,MA,959,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
14971,MA,959,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
14972,MA,959,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
14973,MA,959,3.0,1,0,0,0,0,0,0,0,1,0,1,0,2
14974,MA,961,1.0,0,0,0,0,0,0,0,0,0,0,1,0,6
14975,MA,961,1.0,0,0,0,0,0,0,0,0,0,1,0,0,6
14976,MA,961,1.0,0,0,0,0,0,0,0,0,1,0,0,0,7
14977,MA,961,1.0,0,0,0,0,0,0,0,1,0,0,0,0,4
14978,MA,961,1.0,0,0,0,0,0,0,0,1,1,0,0,0,2
14979,MA,961,1.0,0,0,0,0,0,0,1,0,0,0,0,0,18
14980,MA,961,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1
14981,MA,961,1.0,0,0,0,0,0,0,1,0,1,0,0,0,2
14982,MA,961,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
14983,MA,961,1.0,0,0,0,0,1,0,0,0,0,0,0,0,7
14984,MA,961,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1
14985,MA,961,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1
14986,MA,961,1.0,0,0,0,0,1,0,1,0,0,0,1,0,1
14987,MA,961,1.0,0,0,1,0,0,0,0,0,0,0,0,0,3
14988,MA,961,3.0,0,0,0,0,0,0,0,0,0,0,1,0,2
14989,MA,961,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
14990,MA,961,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
14991,MA,961,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
14992,MA,961,3.0,0,0,0,0,1,0,1,0,0,0,0,0,1
14993,MA,961,5.0,0,0,0,0,0,0,0,1,0,0,0,0,2
14994,MA,961,5.0,0,0,0,0,0,1,0,0,0,0,0,0,1
14995,MA,961,5.0,0,0,0,0,1,0,0,0,0,0,0,0,3
14996,MA,961,5.0,0,0,0,1,0,0,0,0,0,0,0,0,2
14997,MA,963,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
14998,MA,963,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1
14999,MA,963,1.0,0,0,0,0,0,0,1,0,0,0,0,0,3
15000,MA,963,1.0,0,0,0,0,0,0,1,0,0,0,1,0,1
15001,MA,963,1.0,0,0,0,0,0,0,1,0,1,0,1,0,1
15002,MA,963,1.0,0,0,0,0,0,1,0,0,0,0,1,0,2
15003,MA,963,1.0,0,0,0,0,1,0,0,0,0,0,0,0,2
15004,MA,963,1.0,0,0,0,0,1,1,0,0,0,0,0,0,2
15005,MA,963,1.0,0,0,1,0,0,0,0,0,0,0,0,0,3
15006,MA,963,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
15007,MA,963,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
15008,MA,963,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1
15009,MA,963,5.0,0,0,0,0,1,0,0,0,0,0,0,0,3
15010,MA,1281,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1
15011,MA,1281,1.0,0,0,0,0,0,0,0,0,1,0,1,0,1
15012,MA,1281,1.0,0,0,0,0,0,0,1,0,0,0,0,0,2
15013,MA,1281,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
15014,MA,1281,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1
15015,MA,1281,1.0,0,0,1,0,0,0,0,0,0,0,0,0,2
15016,MA,1283,1.0,0,0,0,0,0,0,0,0,0,1,0,0,2
15017,MA,1283,1.0,0,0,0,0,0,0,0,0,0,1,1,0,1
15018,MA,1283,1.0,0,0,0,0,0,0,0,0,1,0,1,0,6
15019,MA,1283,1.0,0,0,0,0,0,0,1,0,0,0,0,0,2
15020,MA,1283,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1
15021,MA,1283,1.0,0,0,0,0,1,0,0,0,0,0,0,0,3
